Contig	sRNA_ID	s1a1	s1a2	s1a3	s1b1	s1b2	s1b3	s9b1	s9b2	s9b3	s13a1	s13a2	s13a3	s13b1	s13b2	s13b3	s17a1	s17a2	s17a3	s17b1	s17b2	s17b3	s2017-9am1	s2017-9am2	s2017-9am3	s2017-9am4	s2017-9am5	s2017-9am6	s2017-9am7	s2017-9am8	s2017-9am9	s2017-9am10	s2017-9am11	s2017-9am12	s2017-9pm1	s2017-9pm2	s2017-9pm3	s2017-9pm4	s2017-9pm5	s2017-9pm6	s2017-9pm7	s2017-9pm8	s2017-9pm9	s2017-9pm10	s2017-9pm11	s2017-9pm12
NODE_1_length_282097_cov_10.011800	STRG.116	0	0	0	0	0	0	0	0	0	0	73.269043	0	162.105499	0	0	393.494629	0	0	0	0	0	0	0	0	0	0	342.112091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_100_length_52167_cov_17.156970	STRG.3279	0	9.976001	19.254534	0	2.444046	0	232.318573	279.618408	99.02652	0	4.898577	121.908104	15.364889	158.483841	19.557381	144.248291	0	0	122.280357	1.61542	79.914429	0	0	0	0	0	0	0	180.984253	0	0	0	0	0	203.95694	0	0	0	41.936722	0	0	161.429977	0	0	0
NODE_10033_length_8069_cov_30.712254	STRG.76768	61492.61719	38823.60938	18662.71484	69952.01563	7312.816895	23062.86719	53861	75785.21094	52540.64453	32744.58594	14186.10352	8489.670898	13875.65332	51034.94922	27648.04883	12454.84375	51303.84375	11109.94922	14094.73535	46446.78906	5721.323242	34640.02734	41553.14453	40110.18359	54435.63672	44350.84766	33436.28125	51452.13281	42238.98438	49484.5	31023.18555	20050.41211	48717.26953	34536.77734	49611.51953	39737.21094	58805.98438	54717.59766	12610.10059	38393.27734	74009.72656	33730.07422	52408.22656	15002.29102	62266.78906
NODE_10049_length_8061_cov_14.166000	STRG.76849	0	0	307.253998	0	0	0	0	0	0	0	80.595985	146.323318	0	0	0	0	0	0	0	0	0	165.65773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197.459854	0	0	0	0	0	0
NODE_10050_length_8060_cov_4.411368	STRG.76851	84.61454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	550.341431	502.258606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_10063_length_8054_cov_18.553569	STRG.76888	2958.505615	1927.099976	1308.2052	572.749756	719.618652	1198.061523	3962.37207	2009.649048	0	1006.030457	2044.138184	2236.400635	4047.595215	1194.755737	1840.285889	852.577026	2939.432129	207.467377	1903.773926	4712.334473	1357.101929	1662.120605	4742.926758	4108.084473	2784.717529	2571.022461	2447.593994	3897.291992	1587.707031	698.575317	3095.388672	14365.33984	9918.484375	4182.26709	1847.352417	2604.224609	3603.577637	4675.432617	1911.492798	2760.510254	4325.717285	12052.01172	2636.889404	3861.307373	420.038971
NODE_1009_length_23319_cov_10.051582	STRG.18418	21.29015	78.0755	210.447952	710.314636	15.46804	0	0	0	78.362503	0	0	240.094055	0	314.796661	53.432205	56.352764	0	0	29.215139	68.231163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_10137_length_8018_cov_16.392817	STRG.77219	0	0	0	401.156708	0	0	81.901169	0	0	0	0	0	0	0	20.24514	0	0	0	0	0	693.339478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1018_length_23197_cov_10.667142	STRG.18529	4931.805176	125.642273	6122.766113	2258.331787	645.633911	2643.025635	6486.347656	4824.641602	8569.422852	2596.968018	3439.306396	348.322144	12384.22656	3892.371826	1285.657715	6676.130371	749.589172	1862.736572	2043.987183	3852.039062	1426.385376	1047.167358	198.439209	1061.101074	4991.519043	8544.144531	2446.634277	852.700195	695.598572	2107.1521	593.658875	0	2387.820312	6893.477051	937.788757	2414.422119	1224.206665	3415.189941	0	2655.586914	755.869568	367.897339	1505.18811	1671.046021	1552.518188
NODE_1021_length_23173_cov_10.861536	STRG.18587	398.507233	0	0	0	0	0	0	0	0	0	51.844128	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_10254_length_7963_cov_36.557284	STRG.77675	447.682037	2784.58667	0	217.071655	0	0	91.036324	86.150063	105.694901	660.316467	0	439.276672	52.85775	0	1006.025452	104.609093	225.027542	1196.362061	268.804657	86.293839	0	0	0	0	135.545135	0	0	0	0	0	144.578232	0	0	346.513092	0	0	0	0	0	0	0	0	0	0	172.918045
NODE_10255_length_7963_cov_23.262519	STRG.77697	0	0	0	0	0	0	406.426727	99.196236	0	84.69191	0	0	44.93111	227.070496	69.492279	0	0	0	1122.336304	44.989979	220.426636	0	0	0	0	0	0	237.502106	0	0	0	0	0	0	0	0	0	0	0	0	0	146.025757	0	0	0
NODE_10375_length_7915_cov_20.324427	STRG.78163	125.24514	0	0	0	0	0	55.692822	516.900146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_10433_length_7896_cov_22.681801	STRG.78386	141.638138	136.224121	0	0	0	0	0	72.552879	88.381401	389.222931	56.058781	384.947113	262.621643	173.759308	160.334595	120.42646	733.101807	67.092171	80.55793	143.052292	0	0	0	0	0	0	0	219.931702	0	166.372864	0	0	0	0	0	0	0	0	0	126.761597	0	230.436005	159.61055	492.285034	0
NODE_10473_length_7880_cov_6.235527	STRG.78564	1040.140381	551.862366	0	3140.690918	230.730438	0	1295.880005	1266.760986	441.460785	887.73468	206.175064	0	242.571991	802.415344	464.151337	231.59137	443.724213	366.724579	586.982178	882.42926	0	370.572937	0	1381.712646	1511.039673	988.830811	0	0	562.169861	1047.526733	0	0	537.212158	691.436157	329.688904	279.566803	0	565.086609	368.65213	598.932312	957.92749	773.152039	0	595.479553	368.640533
NODE_10494_length_7870_cov_4.297249	STRG.78650	586.482361	0	301.456726	0	167.857773	0	141.859085	0	330.149078	0	316.522247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_105_length_51778_cov_8.478781	STRG.3367	0	0	0	0	0	0	0	236.912521	554.598694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1051_length_22935_cov_24.178453	STRG.19005	0	0	112.38076	0	0	0	67.17807	163.919632	0	0	0	0	0	86.333679	0	171.973953	276.22052	0	496.785767	0	356.452728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_10515_length_7860_cov_10.005509	STRG.78732	0	0	0	0	0	0	77.183014	567.466431	0	290.637054	0	0	107.164246	271.317413	336.684753	0	0	221.739243	0	21.948574	189.665344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1056_length_22892_cov_24.343828	STRG.19095	344.165283	0	0	0	0	0	151.889496	0	0	0	0	0	0	0	0	339.97934	0	0	288.203003	0	513.212036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_10645_length_7807_cov_8.258772	STRG.79269	0	0	373.922272	206.32045	0	0	299.480225	0	258.722626	0	346.382782	0	130.214676	119.610527	0	769.764526	309.094543	0	0	299.716248	125.882195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_10692_length_7790_cov_5.014092	STRG.79470	56.040077	0	76.813499	192.90535	42.771454	361.098969	824.514832	165.56958	102.526772	0	102.622444	0	53.216801	0	0	334.667145	0	0	0	73.619392	236.558685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_10748_length_7769_cov_5.420016	STRG.79639	0	0	0	0	0	0	24.269817	0	0	0	0	0	0	0	0	0	0	0	851.388733	0	330.762878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1076_length_22753_cov_12.024319	STRG.19339	181.41922	0	0	0	0	542.094177	211.426514	470.634338	292.878021	0	0	0	0	360.74646	148.713928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850.964294	0	0	0	0	445.159241	885.281494	342.78476	0	0	0	229.252441	0	0	0	0
NODE_1078_length_22700_cov_7.737690	STRG.19356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305.239685	0	519.53241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1084_length_22665_cov_56.882663	STRG.19433	3153.188477	2066.349365	5424.130859	1960.233398	168.641769	3766.04126	1420.166992	2195.902344	489.124084	2470.34668	843.305725	1346.325806	968.625793	1654.175171	331.874908	220.986557	0	318.996277	132.779312	1636.574097	711.165283	743.165894	5430.606934	1381.360718	2742.34082	872.645752	339.701599	400.855255	814.739685	0	1239.241455	1493.169434	1320.21582	935.584839	0	912.11084	1597.288208	484.561951	1810.989014	436.69104	1813.178711	370.852753	0	726.258789	0
NODE_10849_length_7723_cov_9.980960	STRG.80035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107.66198	0	1084.676636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1086_length_22649_cov_28.939674	STRG.19474	247.244537	0	275.092194	0	18.25614	0	338.741425	43.337685	177.482224	48.110207	174.666229	0	0	42.278538	33.577236	0	83.24205	55.471336	0	49.250648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1087_length_22647_cov_24.260402	STRG.19539	0	0	0	0	341.292755	0	0	123.029343	0	0	55.282982	0	0	44.777035	694.22644	172.900391	396.726562	52.869373	94.75164	270.15863	0	139.979843	0	0	0	0	0	311.518188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144.345123
NODE_10898_length_7703_cov_51.922202	STRG.80214	0	0	0	0	0	0	0	0	336.498108	0	0	0	325.921112	0	0	0	0	0	375.537323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1091_length_22617_cov_23.563248	STRG.19525	0	189.489777	0	791.084961	0	0	40.779259	207.625092	0	203.579422	97.671638	0	0	0	0	0	0	0	400.348999	0	449.865784	85.222824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1091_length_22617_cov_23.563248	STRG.19530	375.029572	821.341309	657.951721	498.030029	125.684944	0	0	580.983093	0	827.272766	314.738556	308.816162	102.117462	1271.849121	71.93644	359.138	2925.358398	223.421692	343.717529	41.378574	270.540649	0	244.832916	569.276794	151.654953	838.462769	225.22168	0	392.535156	695.953979	66.215645	272.556213	108.56424	1416.584595	283.075287	155.615112	337.931671	278.343323	207.980225	795.383911	0	300.401581	0	645.893921	591.924927
NODE_1094_length_22592_cov_22.511869	STRG.19556	0	0	254.474213	0	0	0	0	0	0	0	132.046112	0	0	162.859177	0	123.059937	0	0	268.753784	0	565.950134	0	0	0	0	0	0	0	0	0	171.631119	0	0	0	0	0	0	0	0	0	0	0	406.369659	0	237.894836
NODE_10963_length_7677_cov_11.792312	STRG.80450	98.555519	53.003334	75.987602	273.090118	121.415756	0	76.35305	466.877502	0	172.035751	104.656578	701.321838	78.063377	0	355.268707	0	0	0	125.507797	191.071182	180.72789	0	0	0	0	0	0	0	0	273.389893	286.824493	0	0	0	348.423431	0	160.837448	157.494431	531.867676	659.932373	0	0	274.308411	325.445251	0
NODE_11_length_102951_cov_23.208978	STRG.619	0	178.363251	108.347443	0	0	0	0	165.952209	0	0	248.220062	534.576965	109.912613	0	103.249977	0	307.932587	0	0	47.470726	44.568363	0	0	0	0	0	72.923973	0	0	0	0	0	0	0	0	226.572937	0	0	0	0	0	0	0	261.346436	0
NODE_11_length_102951_cov_23.208978	STRG.637	427.055298	1433.211304	2494.866455	1340.829346	948.475708	7879.137695	1558.421997	2228.564941	267.624176	3682.294189	1515.512085	959.432312	721.219482	2212.749512	2036.822144	4561.88623	5373.992188	1392.081909	1376.969849	459.749146	118.549034	0	0	323.125214	703.137634	216.991043	0	191.141037	471.000427	0	0	381.69635	338.939148	0	0	0	0	0	169.74617	404.640442	181.354385	328.179779	1544.198853	203.26944	256.343353
NODE_11_length_102951_cov_23.208978	STRG.663	184.682388	764.441345	1023.65741	1198.60022	118.130653	278.49173	202.691513	519.097839	128.189804	414.482605	0	455.909515	135.966751	586.902283	366.018402	159.582214	754.888306	602.454773	844.513184	337.003632	357.85199	0	156.209671	703.470642	0	260.145203	183.415939	246.470474	0	0	325.300873	0	0	1693.670044	0	119.278481	82.6754	0	0	341.744232	0	185.03688	0	0	280.991638
NODE_11_length_102951_cov_23.208978	STRG.684	0	0	0	0	337.784821	0	0	0	0	0	0	0	0	0	0	270.240051	0	0	0	0	406.841156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_11049_length_7647_cov_16.151344	STRG.80800	0	0	0	0	0	0	0	0	150.059982	0	0	0	0	0	0	0	0	0	0	0	1051.564575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_11094_length_7632_cov_134.358717	STRG.80971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	588.304321	0	196.574341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_11198_length_7588_cov_10.936944	STRG.81402	0	0	0	0	576.638916	0	0	0	0	0	0	0	123.529121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393.02655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_11299_length_7544_cov_8.920550	STRG.81803	220.537491	98.026115	54.467686	0	690.564514	1413.63208	0	0	0	0	0	440.130585	403.327332	0	154.874969	1325.919189	1882.867065	364.64389	386.45401	0	0	0	0	0	0	0	0	0	0	0	280.941742	0	263.448151	543.395447	0	0	0	0	133.2854	0	0	0	223.778	0	0
NODE_11385_length_7511_cov_11.545333	STRG.82133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	535.622559	0	406.69632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1142_length_22202_cov_22.944327	STRG.20095	49.227398	434.939087	0	0	0	0	203.115067	0	0	0	0	0	0	0	0	387.97641	468.057343	0	262.773285	0	0	90.66954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97.57354	0	0	0	0	0
NODE_11441_length_7489_cov_20.716976	STRG.82346	0	110.029297	0	655.090881	394.108398	613.131348	0	479.978729	0	0	165.326385	266.802399	315.29953	590.776855	426.111053	315.695099	0	100.917038	0	334.141907	0	0	0	0	0	468.776672	0	0	0	0	0	0	0	863.188232	0	0	0	0	0	440.076294	0	0	831.175476	0	0
NODE_1148_length_22158_cov_7.174818	STRG.20173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.446648	0	0	0	0	0	0	0	351.545868	0	0	0	359.343903	0	0	0	0	0	378.222748	0	0	0	0	0	0	0	0	0	433.993683	0	0
NODE_11487_length_7472_cov_12.631657	STRG.82528	1384.75	0	2725.671387	2143.069336	363.691833	0	2369.572021	3847.492432	2967.109131	620.289429	328.466431	0	376.551575	745.073364	89.468857	2409.790527	0	783.681946	360.70697	2015.041504	0	0	0	0	839.647766	361.958099	0	399.497589	284.761871	639.629089	305.523651	0	1390.435547	0	321.781525	304.210846	682.041931	0	332.825409	299.558472	1294.509766	1105.663818	1052.741699	0	3417.848145
NODE_1149_length_22132_cov_6.906690	STRG.20191	161.084885	0	101.752998	196.985504	593.801086	0	406.846924	355.788452	157.323807	247.63237	82.21357	384.344757	195.552628	409.073547	0	474.646484	177.294266	71.604156	757.936462	377.630615	0	0	0	0	0	614.654724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464.993256	0	0
NODE_11519_length_7453_cov_25.303866	STRG.82692	1696.824097	8946.147461	9781.642578	5021.887695	1394.984253	5184.367188	3803.051758	5788.185547	5861.963867	3897.023926	11613.45801	2481.864014	4045.624756	3800.39209	3148.171631	9620.333984	2770.304199	4685.026855	3858.152344	3271.748291	1331.087036	84.616455	0	778.269775	395.563049	581.542969	0	0	0	239.028931	127.208252	0	278.697845	1572.164551	0	0	0	57.748909	404.688049	1033.26416	0	0	290.990601	432.807068	154.89299
NODE_11525_length_7450_cov_10.182691	STRG.82699	0	30.188946	0	0	383.438568	0	223.890717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322.689301	0	0	334.753021	0	0	0	0	0	0	0	122.649803	0	0	0	0	0
NODE_11527_length_7450_cov_4.586477	STRG.82706	0	0	0	663.433899	0	0	0	0	0	3354.300293	1241.98291	0	393.533447	0	0	0	0	0	0	3303.943604	848.839172	504.011261	1176.17981	1237.532715	1128.504395	0	0	0	0	803.276978	4050.10376	0	358.770538	0	0	0	0	0	358.304626	0	1052.546265	0	0	0	0
NODE_1156_length_22041_cov_22.339716	STRG.20253	0	0	65.433731	0	123.561943	0	58.013401	0	0	310.489349	53.852776	0	0	0	0	115.687485	0	0	248.174789	190.70932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_11663_length_7395_cov_7.421935	STRG.83237	0	0	0	0	0	0	0	0	856.540649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_11700_length_7380_cov_22.788669	STRG.83390	138.065521	2699.962158	1313.692261	261.083862	513.257446	265.158081	585.432373	1870.20166	535.217407	1221.823486	1808.787354	339.361053	182.079529	673.868347	372.169586	1362.59436	896.802917	863.92865	603.637695	451.554382	458.65802	0	0	0	0	0	0	0	0	462.845154	0	0	0	0	0	0	0	0	0	0	0	0	0	223.423325	265.503967
NODE_1174_length_21947_cov_10.298831	STRG.20417	106.024841	62.181713	132.485626	0	0	0	0	286.903229	0	0	107.443314	0	0	72.698914	0	299.431366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1175_length_21934_cov_24.588875	STRG.20431	126.383675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548.409119	0	72.582809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_11755_length_7361_cov_25.857104	STRG.83588	426.763977	0	0	0	0	0	0	0	0	380.661774	0	0	77.835091	0	0	0	0	0	157.1633	0	0	0	308.961639	0	0	219.205261	0	0	187.763641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_11794_length_7345_cov_11.729492	STRG.83744	417.296417	151.000641	8615.746094	1967.151367	48.962025	142.629715	920.122253	979.106323	542.935364	36.528225	116.092842	23.943851	721.350586	699.883484	131.955643	448.086792	0	87.357788	186.447174	1207.431641	78.219803	0	60.192394	684.117004	39.096981	0	0	523.383728	0	0	627.773621	0	0	0	0	0	0	0	0	0	223.768021	0	0	79.337242	395.60675
NODE_1185_length_21874_cov_11.552454	STRG.20889	506.576996	255.864639	1432.116089	633.738403	1206.300049	1024.017212	200.588562	459.953522	168.249054	594.356262	374.193695	1042.164185	1013.255493	359.27475	1516.666382	169.98967	390.047791	413.513641	111.129066	659.40155	663.261292	0	0	0	0	0	0	0	0	0	216.867249	0	0	1911.694092	0	0	0	0	0	863.513489	0	190.880112	0	0	0
NODE_11960_length_7289_cov_11.699475	STRG.84392	308.279205	113.350883	849.296448	1197.988892	0	0	701.414307	360.854828	822.198303	0	565.858154	0	221.534073	0	177.494736	1279.733521	0	0	108.755859	474.974091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1203_length_21725_cov_23.535994	STRG.20797	98.718307	332.428864	388.503479	723.70929	43.681461	0	117.648994	183.821579	70.572571	67.948936	18.279396	72.486366	193.695175	484.724609	99.728119	237.675461	1251.946533	15.082497	88.913658	117.023834	144.292145	0	0	0	0	0	0	0	0	0	0	0	118.654816	161.144089	0	0	82.973061	107.784561	79.524094	51.138046	0	75.42379	0	257.299011	214.373596
NODE_12077_length_7242_cov_38.425212	STRG.84786	0	0	0	32.679005	0	530.754883	112.296219	0	0	0	0	0	0	0	0	0	0	0	115.830948	30.445009	60.830257	330.745972	0	179.832062	0	0	148.973312	246.175995	0	0	0	0	0	0	0	0	0	0	77.477425	0	0	0	0	128.859009	0
NODE_1209_length_21699_cov_23.741915	STRG.20905	0	0	0	0	0	0	0	0	0	0	0	0	0	98.369331	0	0	0	0	0	0	739.733215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_12124_length_7223_cov_17.379464	STRG.85001	31729.67188	7846.775879	104985.9766	70460.05469	30903.63281	22998.66797	40142.51172	17632.25	7070.583984	62912.22266	104849.5469	47712.25391	178126.125	221583.125	14471.30566	66038.48438	157674.9063	67760.82813	83120.42969	57906.99219	2286.812744	263179.625	112691.2813	296324.8125	91806.36719	131400.9844	175788.0938	175977.25	235274.2813	284891.875	59454.58203	245520.375	129600.4219	120915.1484	353609.25	252843.3125	40458.08984	309407.4375	89534.00781	396706.8125	165640.7344	68359.40625	169650.0625	110528.25	27002.74609
NODE_12146_length_7215_cov_9.158939	STRG.85048	0	82.374786	115.014854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.390675	495.878632	494.560364	627.106812	217.842285	0	0	0	700.561707	0	244.86644	0	0	344.436157	178.117355	157.099701	0	0	0	0	0	0	0	0	299.079529	0	0	150.262817
NODE_12159_length_7210_cov_56.344375	STRG.85108	8258.985352	8131.929688	5885.461914	2089.103027	5430.97998	21203.66797	3922.242432	3538.161377	3198.036377	4366.388672	1483.851318	3630.548828	3184.931152	5133.832031	713.23407	332.072754	780.095581	2075.047607	4272.039551	4827.476074	1514.771362	2150.76416	11286.7207	0	6301.088867	1784.537842	1419.518188	889.195923	3147.058105	0	2730.173828	1465.74707	1096.209595	7268.712402	1771.544067	3115.89624	1759.580322	1166.500244	4005.833008	2452.303223	3778.546143	2613.133789	5051.484375	1037.475098	1311.294434
NODE_12168_length_7206_cov_27.039155	STRG.85133	0	193.538589	0	0	224.27597	0	0	0	0	0	292.174408	173.132095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_12252_length_7178_cov_11.524498	STRG.85441	10217.06738	6842.608887	12708.61523	5552.230469	14227.5293	1895.410522	9022.147461	21006.38672	402.38208	7269.457031	922.165527	4626.035645	1899.887695	6342.55957	1240.78186	12947.82031	25061.51758	11403.81641	8320.113281	8121.97168	1762.194214	8647.554688	22597.06836	1795.620117	5919.915039	23469.99219	6323.038086	3029.615479	10438.70898	41149.5	39676.17969	15289.13672	8043.521973	7120.335449	5009.882324	14885.75586	5571.085449	2880.000488	12131.00098	3159.521973	12204.00098	4582.975586	9004.710938	8218.580078	995.747009
NODE_12338_length_7149_cov_24.821962	STRG.85757	0	198.192795	201.574295	566.183533	9.807494	0	0	245.280609	259.339264	287.57196	97.779182	0	0	0	23.382908	0	0	0	274.435394	0	0	0	0	0	0	0	0	0	0	441.2612	0	0	0	0	0	0	0	146.322632	0	0	0	0	0	210.852829	0
NODE_1239_length_21514_cov_22.454821	STRG.21233	51.420288	665.854492	74.335648	312.91568	0	255.598312	86.458649	336.610413	478.967041	0	256.536133	0	140.947754	0	0	330.383057	0	461.312225	183.613281	0	248.32843	0	0	230.536057	0	166.921631	0	0	0	0	0	0	0	0	0	0	0	0	0	272.31778	0	0	0	0	138.22963
NODE_12407_length_7132_cov_9.915501	STRG.86041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406.707489	0	367.605072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_12422_length_7127_cov_11.561793	STRG.86099	294.136292	336.375061	650.040833	0	506.274323	0	0	624.148132	0	351.862976	0	428.05661	0	0	0	1195.709717	2526.023926	438.830719	231.346603	0	153.614502	0	1637.76123	0	0	412.111328	0	604.114746	0	377.657928	1047.454102	0	0	0	394.455994	789.706238	0	0	159.848495	0	393.85495	311.640961	0	315.275024	0
NODE_12433_length_7123_cov_17.794143	STRG.86135	0	0	0	0	0	0	0	0	290.523041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897.508606	0	0	0	0	154.982986	0	0	0	0	0	0
NODE_12480_length_7111_cov_16.551729	STRG.86294	98023.72656	41603.75	88124.24219	99307.75781	52979.02344	108702.8359	83244.03906	131932	86878.09375	69426.73438	49591.62109	75269.78125	136584.125	56709.22656	38337.27344	50826.50781	102788.4922	37832.32031	49857.17188	115986.6172	26769.12305	131395.4531	108009.6094	92671.64844	113051.9141	114422.2344	136221.5156	155751.3594	85231.8125	162182.875	169267.9219	136732.6094	180608.6094	150692.5313	125010.0703	109957.7578	132354.3906	122866.7656	109830.1406	101304.6563	153106.5	140373.625	165265.5313	138597.2813	125218.1328
NODE_1249_length_21436_cov_60.265189	STRG.21388	7315.165039	7390.84375	6603.885254	1773.239624	1829.34668	5173.056641	5026.465332	3803.406982	3277.446289	5736.894531	1754.238892	2673.293213	3991.487061	4223.112793	2075.851562	96.48069	484.924164	1944.631836	2001.842407	6127.862305	1455.545776	725.312012	4257.044922	243.708496	3325.27417	0	647.739197	1541.750977	1494.333862	1405.860107	2010.417969	851.717896	1009.309692	2525.095703	1178.664307	395.453369	1925.322144	2302.264648	2417.549072	2616.212402	1309.611816	1320.68396	2921.209961	1437.910034	1927.071045
NODE_1249_length_21436_cov_60.265189	STRG.21394	3278.967041	0	0	1097.906982	80.19648	2201.672119	288.906525	508.01593	991.617859	0	751.740295	0	383.72113	3083.005859	245.218689	0	0	0	3635.861084	413.951324	4776.07959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301.481812	0
NODE_12540_length_7090_cov_24.282729	STRG.86461	0	0	0	0	0	0	17.491444	385.72702	0	268.729797	0	0	0	0	0	0	101.922218	0	415.649567	0	377.172119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_12550_length_7087_cov_15.968003	STRG.86511	647.822144	263.632324	1839.702393	1009.787659	216.197983	210.243286	852.709717	865.357666	362.279602	0	252.587906	0	236.333313	0	30.820921	968.348999	0	611.698425	676.058289	541.152161	97.025177	175.281448	115.135452	0	272.280396	163.255508	20.49366	840.676086	358.465637	0	321.524567	0	0	757.673523	356.361053	175.670319	389.760773	0	282.927582	0	83.364578	0	0	0	0
NODE_12555_length_7086_cov_8.670744	STRG.86524	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	897.359436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_126_length_48411_cov_8.260030	STRG.3930	0	0	0	0	0	0	0	0	1039.370361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
