Contig	Gene	sRNA_ID	s1a1	s1a2	s1a3	s1b1	s1b2	s1b3	s9b1	s9b2	s9b3	s13a1	s13a2	s13a3	s13b1	s13b2	s13b3	s17a1	s17a2	s17a3	s17b1	s17b2	s17b3	s2017-9am1	s2017-9am2	s2017-9am3	s2017-9am4	s2017-9am5	s2017-9am6	s2017-9am7	s2017-9am8	s2017-9am9	s2017-9am10	s2017-9am11	s2017-9am12	s2017-9pm1	s2017-9pm2	s2017-9pm3	s2017-9pm4	s2017-9pm5	s2017-9pm6	s2017-9pm7	s2017-9pm8	s2017-9pm9	s2017-9pm10	s2017-9pm11	s2017-9pm12	g1a1	g1a2	g1a3	g1b1	g1b2	g1b3	g9b1	g9b2	g9b3	g13a1	g13a2	g13a3	g13b1	g13b2	g13b3	g17a1	g17a2	g17a3	g17b1	g17b2	g17b3	g2017-9am1	g2017-9am2	g2017-9am3	g2017-9am4	g2017-9am5	g2017-9am6	g2017-9am7	g2017-9am8	g2017-9am9	g2017-9am10	g2017-9am11	g2017-9am12	g2017-9pm1	g2017-9pm2	g2017-9pm3	g2017-9pm4	g2017-9pm5	g2017-9pm6	g2017-9pm7	g2017-9pm8	g2017-9pm9	g2017-9pm10	g2017-9pm11	g2017-9pm12
NODE_9_length_109007_cov_29.973566	Ga0224629_1000009.125	STRG.476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417.169739	0	273.123657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.304509	0.259572	0	0.956619	0.11739	0	0	0	0	0	0.264405	0	0	0.368514	0.445733	0.464545	0	0	1.966462	0	2.373219	2.259373	0	4.176124	6.455894	2.410495	0.671559	1.906932	0	0.430841	5.368543	1.677755	1.815312	0.954948	1.802303	1.729911	1.902754	0	6.079062	0.413155	0	1.612533	0	2.281502	1.12674
NODE_9_length_109007_cov_29.973566	Ga0224629_1000009.8	STRG.432	0	0	0	13.748459	0	0	0	0	0	0	0	0	7.573222	177.174561	0	0	0	0	827.719971	0	720.870483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123948	0	0	0	0	0	0	0	0	0	0	1.361088	0	0	0.494697	0	0	0	0	0	6.681244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_10_length_104218_cov_16.693183	Ga0224629_1000010.23	STRG.506	0	0	0	0	0	13.174013	0	0	22.900999	0	0	0	0	0	0	0	0	0	168.417648	0	325.792786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.039723	0	0	0	0	0	0	1.374495	0.297808	0	0	0	0	0	2.209103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_11_length_102951_cov_23.208978	Ga0224629_1000011.103	STRG.631	0	106.518082	92.109787	146.983658	0	0	22.563694	0	0	0	0	0	12.139105	117.43692	0	38.562302	0	0	232.861038	0	106.441986	0	0	0	0	0	0	178.892456	0	0	0	0	0	28.60622	0	0	0	0	0	59.921795	0	0	0	0	0	0.832085	1.851038	2.911006	5.154526	1.799003	5.173941	1.989045	3.530059	1.872175	1.742898	1.793597	2.111205	1.123315	5.321397	0.32387	5.741806	3.252697	2.831441	2.122238	0.655271	1.235086	0	0	9.550963	0	1.394978	6.125322	0	0.15526	3.022744	8.554921	0	1.280608	3.089586	2.91325	2.276786	5.213307	0	1.702993	1.615799	1.800023	1.292005	3.703235	4.315144	0
NODE_17_length_89084_cov_7.877882	Ga0224629_1000017.110	STRG.790	98.750183	0	0	0	0	0	0	106.376404	692.997681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219.471771	71.523224	0	0	0	0	0	0	0	0	0	0	222.403763	0	0	0	0	157.991089	0	0	0	417.46817	0.697713	0	0	0	0	0	0	0.465608	5.240675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_17_length_89084_cov_7.877882	Ga0224629_1000017.16	STRG.760	25.631466	0	0	0	0	0	0	0	1032.362671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52.084755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.056021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_17_length_89084_cov_7.877882	Ga0224629_1000017.171	STRG.814	23.543633	0	0	0	0	0	18.536617	0	623.365417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85.104271	0.480632	0	0	0	0	0	0	0	4.29531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_17_length_89084_cov_7.877882	Ga0224629_1000017.24	STRG.774	22.17145	0	0	0	0	0	0	0	421.27829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.231524	0	0	0	0.015681	0.32026	19.64595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_17_length_89084_cov_7.877882	Ga0224629_1000017.92	STRG.784	97.953758	0	0	0	0	0	0	68.248199	2279.846191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.548619	0	0	0	0	0	0	0.886469	11.067013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_24_length_82296_cov_31.970282	Ga0224629_1000024.61	STRG.1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302.552673	0	449.356018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.178751	0	0	0	0	0.03575	0.053377	0	0	0	0	0.132814	0	0	0.355919	0	0	1.294512	0	2.420168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_25_length_80780_cov_23.804670	Ga0224629_1000025.32	STRG.1096	0	140.346939	0	0	0	0	0	48.577133	199.68013	0	42.927887	0	0	78.000732	118.377396	0	0	0	242.94928	8.013737	79.986214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84.607742	0	0	0	0	0	0	0	0	0.884677	3.415641	3.936636	2.371387	0.248929	5.498672	0.609362	3.057897	3.318698	2.235026	1.18997	2.690557	2.199856	6.394183	0.6155	1.979591	6.642474	2.793574	1.87567	2.697798	3.306703	1.721121	1.105871	1.528352	22.92985	2.7951	0	5.597919	0	1.273967	22.350674	1.5446	0.957098	4.027063	1.741018	0	0	2.852696	13.807828	1.334936	2.246184	2.638674	9.896707	3.309168	7.024948
NODE_29_length_75266_cov_31.285663	Ga0224629_1000029.2	STRG.1266	0	0	0	0	0	0	0	0	0	0	0	0	0	60.433643	0	0	0	0	372.958008	0	440.547882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.494712	0	0	0	0	0	0	0	0	1.164763	0	0	1.109912	0	4.621852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_29_length_75266_cov_31.285663	Ga0224629_1000029.8	STRG.1263	0	0	0	0	0	0	0	0	0	0	0	0	0	107.651344	0	0	0	0	404.850159	7.871734	200.03801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.089643	0	0.095002	0	0	0	0.143353	1.703833	0	0	0	0	2.06223	0	3.284453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_32_length_72346_cov_8.080190	Ga0224629_1000032.100	STRG.1373	0	0	0	0	0	0	0	23.43899	495.829895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.481098	0	0	0	0	0	0	2.739822	6.845492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_32_length_72346_cov_8.080190	Ga0224629_1000032.11	STRG.1401	0	0	0	0	0	0	0	0	811.261108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.482285	0	0	0	0	0	1.60056	10.14948	47.819977	0	0.046047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_32_length_72346_cov_8.080190	Ga0224629_1000032.11	STRG.1402	0	0	0	0	0	0	0	0	532.99884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.482285	0	0	0	0	0	1.60056	10.14948	47.819977	0	0.046047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_32_length_72346_cov_8.080190	Ga0224629_1000032.125	STRG.1393	0	0	0	0	0	0	0	0	529.70105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.648693	0	0	0	0	0	0	0	7.052762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_32_length_72346_cov_8.080190	Ga0224629_1000032.25	STRG.1407	0	0	0	0	0	0	47.705158	0	584.218079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.25634	0	0	0	0	0	0	0.389888	8.197235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_32_length_72346_cov_8.080190	Ga0224629_1000032.73	STRG.1362	0	0	0	0	0	0	29.202511	31.758493	591.889282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.184588	0	0	0	0	0	0	0	3.981161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_33_length_71882_cov_28.253275	Ga0224629_1000033.26	STRG.1411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274.490173	0	320.177521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.524626	0	0.354214	0.286086	0.187774	0	0	0	0	0.074726	1.688351	1.531401	0.408754	0.940055	0.266588	0.091708	0.447665	0	1.878743	0.413691	3.872095	1.637542	2.716287	1.770471	17.097731	2.51439	0	13.491082	5.587758	2.25612	5.465828	3.45827	0.172186	0.298463	2.03619	0.62692	2.304833	1.032449	1.399203	0	2.315998	1.003256	9.53517	10.125502	3.996238
NODE_34_length_71497_cov_23.594398	Ga0224629_1000034.90	STRG.1524	21.704054	0	0	0	82.191345	0	0	67.050133	229.281403	0	305.022766	111.159103	27.846916	231.922043	0	0	52.559605	0	437.558746	0	115.170776	0	0	134.082962	0	0	30.277555	0	0	0	0	0	0	0	0	54.166035	0	0	0	0	0	0	0	0	0	2.023858	3.037992	2.772846	2.721547	1.355384	3.945134	0.939038	2.844747	2.924254	3.475448	1.878104	3.65116	2.000955	5.715866	2.138006	2.423223	0	1.352276	0	1.868228	1.876065	0.60569	42.89069	0.835803	2.614511	0	4.498541	3.266988	2.546636	2.592103	2.058383	0	0	2.079302	0	3.651285	1.259443	1.705682	0	0	1.171589	0	2.840882	0	3.335968
NODE_52_length_61488_cov_24.247766	Ga0224629_1000052.64	STRG.1781	0	0	0	0	40.52552	0	12.219244	0	0	0	0	0	7.254976	0	62.979591	0	0	0	465.062469	0	238.53093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27662	0	0.519497	0.963497	1.225029	0	0.768362	0.502971	0	1.552081	1.347619	0.996344	0	0	0	0	1.292277	0	0	0	0.491833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_61_length_59600_cov_7.851239	Ga0224629_1000061.109	STRG.1989	28.848757	0	0	0	0	0	0	36.142433	1253.295166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.552603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_61_length_59600_cov_7.851239	Ga0224629_1000061.51	STRG.1953	0	0	0	0	0	0	0	0	581.814148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.623569	0	0	0	0	0	0	1.190929	0.940011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_61_length_59600_cov_7.851239	Ga0224629_1000061.65	STRG.1960	0	0	0	0	0	0	0	0	1304.850708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.757739	0	0	0	0	0	0	0	43.672337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_61_length_59600_cov_7.851239	Ga0224629_1000061.67	STRG.1962	0	0	0	0	0	0	0	44.508316	3030.185303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53.110245	582.346191	0	0	0	0	0	0	0	0	3.121127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_61_length_59600_cov_7.851239	Ga0224629_1000061.85	STRG.1967	0	0	0	0	0	0	19.381815	0	496.951263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.884068	0	0	0	0	0	0	0	13.826515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_61_length_59600_cov_7.851239	Ga0224629_1000061.87	STRG.1969	0	0	0	0	0	0	9.149634	0	496.654938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151.342819	0	0	0	0	0	0	0	0	2.312329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_61_length_59600_cov_7.851239	Ga0224629_1000061.9	STRG.1935	45.502724	0	0	0	0	0	0	12.525677	2475.713867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.64383	12.100173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_64_length_58113_cov_7.540218	Ga0224629_1000064.100	STRG.2065	0	0	0	0	0	0	0	0	595.290771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.98116	0	0	0	0	0	0	0.356906	14.063363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_64_length_58113_cov_7.540218	Ga0224629_1000064.106	STRG.2079	16.39164	0	0	0	0	0	0	19.384171	396.251465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.024039	0	0	0	0	0	0	2.336821	18.575243	0	0.098008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_64_length_58113_cov_7.540218	Ga0224629_1000064.114	STRG.2069	62.420494	0	0	0	0	0	0	0	351.511383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.47807	0	0	0	0	0	0.764661	0.795941	12.948653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_64_length_58113_cov_7.540218	Ga0224629_1000064.31	STRG.2046	28.844355	0	0	0	0	0	0	0	647.974609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.552873	0	0	0	0	0	0	0	7.59148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_64_length_58113_cov_7.540218	Ga0224629_1000064.77	STRG.2056	22.904703	0	0	0	0	0	0	0	453.05246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.175129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_80_length_55245_cov_29.121326	Ga0224629_1000080.60	STRG.2445	0	0	0	0	16.548145	0	0	0	0	0	0	0	0	0	0	0	0	0	325.898132	0	352.180847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222758	0	0	0	0	0	0	0	0	0	0	0.31139	0	0.191564	0.171253	0	0	0	3.34653	0	2.477821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_82_length_54436_cov_30.300969	Ga0224629_1000082.32	STRG.2487	0	0	0	0	0	0	0	0	0	0	26.980419	0	4.315587	164.18959	0	0	0	0	435.94873	0	780.495117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.344652	0	0	0.789852	0.234676	0	0	0	0	0	0.274247	0	0.046582	0	0.02779	0	0	0	4.731277	0	5.222697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_82_length_54436_cov_30.300969	Ga0224629_1000082.60	STRG.2493	19.502859	0	0	0	0	8.664136	0	0	0	0	0	0	6.522367	149.917328	0	32.773266	0	0	597.346863	0	453.594513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.555462	0.667416	2.715239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_83_length_54218_cov_19.352547	Ga0224629_1000083.29	STRG.2521	0	0	0	74.322388	0	0	19.420519	0	0	0	0	0	0	0	54.643147	0	0	0	195.521744	0	613.162109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.247971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.475696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_89_length_53543_cov_7.653455	Ga0224629_1000089.12	STRG.2659	0	0	0	0	0	0	86.919273	47.581635	1091.164307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.773468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146.70575	0	0	0	0.102542	0	0	0	0	0	0.56747	0.805014	5.293505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_89_length_53543_cov_7.653455	Ga0224629_1000089.2	STRG.2655	114.074829	0	0	0	0	0	0	61.515526	7171.593262	0	39.44278	0	0	0	0	0	0	0	0	0	0	0	0	0	56.623398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.498522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_89_length_53543_cov_7.653455	Ga0224629_1000089.26	STRG.2663	0	0	0	0	0	0	27.883385	22.39748	455.233765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.650899	0	0	0	0	0	0	3.415195	35.602917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_89_length_53543_cov_7.653455	Ga0224629_1000089.42	STRG.2667	63.613106	0	0	0	0	0	11.367628	47.740906	3257.240723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.255141	0	0	0	0	0	0	1.904283	25.933113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_89_length_53543_cov_7.653455	Ga0224629_1000089.50	STRG.2669	0	0	0	0	0	0	0	0	780.788696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.594675	0	0	0	0	0	0	1.502132	6.32648	0	0	0	0	0	0	0	0	0	0.161454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_89_length_53543_cov_7.653455	Ga0224629_1000089.62	STRG.2675	0	0	0	0	0	0	0	0	584.379089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.510515	1.570998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_89_length_53543_cov_7.653455	Ga0224629_1000089.68	STRG.2679	0	0	0	0	0	0	24.305927	32.858261	1283.128296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.454772	2.362539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_89_length_53543_cov_7.653455	Ga0224629_1000089.76	STRG.2682	0	0	0	0	0	0	0	0	637.116577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154.537048	0	0	0	0.710559	0	0	0	0	0	0.138221	0	11.794025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_98_length_52244_cov_31.368890	Ga0224629_1000098.53	STRG.2862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129.017303	0	837.298523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.754167	0	1.382229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_105_length_51778_cov_8.478781	Ga0224629_1000105.10	STRG.3005	14.305133	0	0	0	0	0	0	69.379387	2480.135742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.847377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_105_length_51778_cov_8.478781	Ga0224629_1000105.100	STRG.3041	11.696551	0	0	0	0	0	0	41.77998	857.745972	0	0	0	0	0	0	0	0	0	38.560444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.470189	0	0	0	0	0	4.551711	13.536852	77.092834	0	0	0	0	0	0	0.150251	0.153959	0	0.33278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_105_length_51778_cov_8.478781	Ga0224629_1000105.96	STRG.3037	53.913795	0	0	0	0	0	0	41.77998	2261.805176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.619545	0	0	0	0	0	1.301635	2.076569	19.61335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_108_length_51498_cov_35.672492	Ga0224629_1000108.48	STRG.3068	0	0	0	0	0	0	29.492708	0	0	0	0	0	0	0	0	0	0	0	246.443344	0	305.225281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.153859	0	0	0	0	0	0.663357	0	4.273212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_108_length_51498_cov_35.672492	Ga0224629_1000108.59	STRG.3073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332.187408	0	539.355835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.053032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_110_length_50296_cov_10.090802	Ga0224629_1000110.21	STRG.3128	8.359426	0	0	0	0	0	0	15.532708	0	0	103.779755	0	13.231351	0	0	21.010611	0	0	155.3293	21.198053	26.394344	0	128.294983	0	0	0	0	162.04805	70.40419	0	0	0	0	0	0	0	64.856087	40.738007	0	162.473267	61.946331	0	0	0	115.069382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.40905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
