Contig	Gene	sRNA_ID	s1a1	s1a2	s1a3	s1b1	s1b2	s1b3	s9b1	s9b2	s9b3	s13a1	s13a2	s13a3	s13b1	s13b2	s13b3	s17a1	s17a2	s17a3	s17b1	s17b2	s17b3	s2017-9am1	s2017-9am2	s2017-9am3	s2017-9am4	s2017-9am5	s2017-9am6	s2017-9am7	s2017-9am8	s2017-9am9	s2017-9am10	s2017-9am11	s2017-9am12	s2017-9pm1	s2017-9pm2	s2017-9pm3	s2017-9pm4	s2017-9pm5	s2017-9pm6	s2017-9pm7	s2017-9pm8	s2017-9pm9	s2017-9pm10	s2017-9pm11	s2017-9pm12	g1a1	g1a2	g1a3	g1b1	g1b2	g1b3	g9b1	g9b2	g9b3	g13a1	g13a2	g13a3	g13b1	g13b2	g13b3	g17a1	g17a2	g17a3	g17b1	g17b2	g17b3	g2017-9am1	g2017-9am2	g2017-9am3	g2017-9am4	g2017-9am5	g2017-9am6	g2017-9am7	g2017-9am8	g2017-9am9	g2017-9am10	g2017-9am11	g2017-9am12	g2017-9pm1	g2017-9pm2	g2017-9pm3	g2017-9pm4	g2017-9pm5	g2017-9pm6	g2017-9pm7	g2017-9pm8	g2017-9pm9	g2017-9pm10	g2017-9pm11	g2017-9pm12
NODE_485_length_30451_cov_23.714370	Ga0224629_1000485.9	STRG.10000	0	25.85714973	23.06359846	0	0	0	0	4.024915367	0	0	4.620593542	33.91715749	12.79016761	0	0	0	10.80319908	21.11304841	6.848694735	0	33.17303564	0	177.5245359	0	0	159.3180378	0	0	0	0	0	66.57888215	0	31.29038114	0	0	50.78816629	0	0	16.597785	0	0	0	28.1032363	0	0.255097419	0.157167959	0.16215102	0	0.498463454	0	0.460509094	1.2086392	0.13093465	0.644878453	0.333278916	0.028635457	0.218839307	0.150813021	0	0.132982017	0.630227133	0	0.191777296	0.437155317	0.592207049	9.338816442	1.886635534	0	2.455795087	0.502632489	1.317123706	0	0.150242127	0	6.139352474	0.718104161	2.84096942	0.631768976	0	0	0.582041856	10.92480191	2.582320305	0.781818257	2.137873985	11.1379379	1.597022409	1.039361186	1.208761635
NODE_19643_length_5434_cov_8.696412	Ga0224629_1019643.9	STRG.100388	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	0	8.337347995	#DIV/0!	0	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	50.09060303	0	73.2819824	#DIV/0!	0	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	148.4703668	0	#DIV/0!	0	0	#DIV/0!	0	185.7677263	#DIV/0!	0.485250847	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	0	0.55407242	#DIV/0!	0	#DIV/0!	0	1.200096066	0.916606573	#DIV/0!	#DIV/0!	#DIV/0!	0.303884097	0	0.191088579	#DIV/0!	0	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	0	0	#DIV/0!	0	0	#DIV/0!	0	0	#DIV/0!
NODE_487_length_30407_cov_32.808876	Ga0224629_1000487.46	STRG.10050	0	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	0	0	0	0	#DIV/0!	137.6579486	0	52.19459869	#DIV/0!	0	#DIV/0!	0	0	0	#DIV/0!	0	0	#DIV/0!	0	0	0	0	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	0	#DIV/0!	0	0	0	0	0	0	0	0	0	0	#DIV/0!	0	1.538316672	0	0	0	0	0	29.20231965	#DIV/0!	0.532217892	0	0.324475662	#DIV/0!	0	#DIV/0!	0	0	0	#DIV/0!	0	0	#DIV/0!	0	0	0	0	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	0	#DIV/0!	0	0
NODE_19971_length_5382_cov_8.397973	Ga0224629_1019971.6	STRG.101213	0	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	361.1315076	0	0	0	#DIV/0!	0	0	24.68044539	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	4.174121542	1.043722906	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	#DIV/0!	0.681639354	0	0.132441087	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
NODE_19996_length_5376_cov_7.496523	Ga0224629_1019996.9	STRG.101273	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	159.0052137	#DIV/0!	109.9238356	#DIV/0!	#DIV/0!	63.13321946	#DIV/0!	51.11023778	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0.780537244	0.126272959	#DIV/0!	0	#DIV/0!	#DIV/0!	0.149273084	#DIV/0!	0.154907538	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
NODE_20101_length_5359_cov_3.893665	Ga0224629_1020101.11	STRG.101529	26.44046552	0	0	0	#DIV/0!	#DIV/0!	10.17275928	0	214.9630196	0	0	0	0	0	0	0	0	#DIV/0!	0	0	7.746533198	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!	0	0	0	0	0	0	#DIV/0!	0	0	0	0	0.702922647	0	#DIV/0!	#DIV/0!	0.753323846	0.521126352	0	0	0	0	0	0	0	0	0	#DIV/0!	0	0	0	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!	0	0	0	0	0	0	#DIV/0!	0	0
NODE_495_length_30298_cov_24.028800	Ga0224629_1000495.12	STRG.10154	0	0	0	0	27.41183101	0	0	5.49384459	23.20188354	0	0	0	0	27.69209132	0	0	0	0	20.39914674	0	81.76327699	0	0	0	0	0	0	0	0	0	0	0	9.932857947	0	0	0	0	0	0	0	0	0	0	0	0	2.054904249	3.34739824	2.12252424	1.862268477	1.266837323	2.754733405	2.509126974	1.770366611	1.883302382	2.26633068	1.242602335	1.11363283	1.055400199	1.352989811	0.991216933	2.031452469	2.60057683	3.756162442	1.176841714	2.103509687	1.024110227	0.582723477	0	1.615991874	0.276953441	0.854104903	2.272279131	5.065591424	0	0.321224624	1.401403198	0.533932898	1.937732302	1.14232943	0.386463226	0	1.118810035	4.759661713	0	0.193581208	0.909563162	0	2.424618343	0.175776201	0.160099506
NODE_20167_length_5349_cov_131.387231	Ga0224629_1020167.1	STRG.101695	#DIV/0!	0	0	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	#DIV/0!	0	0	64.23304863	#DIV/0!	35.21629184	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	#DIV/0!	0	0	0.20562231	#DIV/0!	0.328793143	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
NODE_20167_length_5349_cov_131.387231	Ga0224629_1020167.7	STRG.101696	#DIV/0!	0	0	#DIV/0!	0	#DIV/0!	236.9374311	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	213.8818625	68.37325311	#DIV/0!	0	0	47.75772886	#DIV/0!	54.72289574	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	0.186736027	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0.506897472	0.456398997	0.516986593	#DIV/0!	0	0	0.09135667	#DIV/0!	0.341322881	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
NODE_20262_length_5330_cov_151.199242	Ga0224629_1020262.7	STRG.101922	0	0	0	#DIV/0!	0	#DIV/0!	0	0	0	0	27.6575907	0	86.20299526	0	44.17049341	#DIV/0!	#DIV/0!	0	55.47521899	0	58.79649122	#DIV/0!	0	0	0	0	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	0	#DIV/0!	0	0	0	0	#DIV/0!	0.895529349	0	5.330168229	#DIV/0!	0.25676294	#DIV/0!	0	0	2.539551144	0	0.293935516	0	0	0	0.377493944	#DIV/0!	#DIV/0!	0	0.470000465	0	0	#DIV/0!	0	0	0	0	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	0	#DIV/0!	0	0	0	0	#DIV/0!
NODE_499_length_30190_cov_23.195620	Ga0224629_1000499.40	STRG.10193	3.086624899	0	0	4.476916235	5.834670236	3.826681407	21.50664141	5.24370419	33.09066509	0	10.26241732	0	5.641052809	50.74459224	3.177680876	7.738991623	4.838722772	0	106.5079334	0	103.655839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.4536714	0	0	0	11.15606556	0	0	0	0	0	0.126832928	0.213554406	0.072109425	0.270643771	0	0.04358162	0.671877927	0.304866509	0.199995277	0.377205553	0.113846831	0.059612189	0	0.236984062	0.087575941	0.027028817	0.099801507	0.15694088	0.271671879	0.148663723	0.283844946	0.446329077	0.449575358	0.634966686	0.763389652	0.269695345	1.545335182	0.787154003	1.461374473	1.737367931	0.714412749	0.212273442	1.306333837	0.176853745	0.110693948	0.17987035	0.089788441	0.192538273	0.366397335	0.087116859	0	0	0	0.174979601	2.033054756
NODE_499_length_30190_cov_23.195620	Ga0224629_1000499.59	STRG.10209	0	0	0	0	0	0	0	0	0	0	4.55539799	0	0	33.20600373	6.257298444	0	0	0	44.40945641	0	35.83177273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.870563981	1.305688829	1.296495503	1.842107634	0.723634545	0.767272822	1.886888552	1.514303434	1.352071261	1.315068745	1.196719704	1.455504526	0.587160003	1.06126631	0.770500693	0.516588226	0.703886185	0.678161377	0.320244095	0.943793906	0.667641587	0	1.148784616	0.259079509	2.042329514	0.653092317	0	0	0	0.046597539	4.379238144	0.514790218	0.193968774	0.839065702	0	0.117436593	0.147258158	0.637838586	3.218411479	0.088567578	11.63076868	0	0.438564357	0.386691088	0.290517257
NODE_20590_length_5274_cov_18.423836	Ga0224629_1020590.1	STRG.102676	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	148.6595992	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	#DIV/0!	#DIV/0!	0	0	144.1358323	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	2.014784449	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	1.890716755	#DIV/0!	1.041515872	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0.559726897	1.321161647	#DIV/0!	#DIV/0!	0.419663243	0	0.95047575	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
NODE_20625_length_5269_cov_10.363253	Ga0224629_1020625.8	STRG.102758	0	0	#DIV/0!	0	183.9946638	#DIV/0!	0	66.21392264	38.16766641	0	0	#DIV/0!	38.72419563	155.7753967	0	#DIV/0!	#DIV/0!	0	6.777908276	0	30.57873045	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	0	0	#DIV/0!	0	0	0.040907164	0	0	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	0	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
NODE_505_length_30064_cov_7.853644	Ga0224629_1000505.9	STRG.10292	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	84.17831686	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	0	0	0	0	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	1.349668202	0.081771856	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	0	0	0	0	#DIV/0!	0	0
NODE_20694_length_5256_cov_222.397808	Ga0224629_1020694.1	STRG.102922	0	0	0	0	0	0	0.112523306	2.248666363	0	0	0	0	0	6.514773377	0	0	0	0	10.53499421	0	10.75040441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.077615349	0	0.012511747	0	0	0	0	0.09736255	0	1.285762391	0	0	0.112211453	0	0.088352295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_505_length_30064_cov_7.853644	Ga0224629_1000505.21	STRG.10295	20.14425131	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	48.92445446	#DIV/0!	497.5901603	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	0	0	0	0	#DIV/0!	0	0	0.565199422	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0.179731584	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	0	0	0	0	#DIV/0!	0	0
NODE_505_length_30064_cov_7.853644	Ga0224629_1000505.25	STRG.10296	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	47.86582382	36.55240523	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	0	0	0	0	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	2.429351522	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	0	0	0	0	#DIV/0!	0	0
NODE_505_length_30064_cov_7.853644	Ga0224629_1000505.29	STRG.10297	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	35.2730356	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	0	0	0	0	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0.351903708	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	0	0	0	0	#DIV/0!	0	0
NODE_506_length_30017_cov_7.681263	Ga0224629_1000506.25	STRG.10313	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	32.56968806	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	0	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	0	#DIV/0!	0	0	#DIV/0!	0	0	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0.058456747	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	0	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	0	#DIV/0!	0	0	#DIV/0!	0	0
NODE_506_length_30017_cov_7.681263	Ga0224629_1000506.31	STRG.10316	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	31.01066494	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	40.6364115	0	0	#DIV/0!	0	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	0	#DIV/0!	0	40.54702294	#DIV/0!	0	64.60505385	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0.072397064	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	0	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	0	#DIV/0!	0	0	#DIV/0!	0	0
NODE_20801_length_5241_cov_34.808523	Ga0224629_1020801.7	STRG.103207	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	228.7630229	#DIV/0!	0	529.0943353	0	0	#DIV/0!	#DIV/0!	131.2782937	#DIV/0!	96.91657695	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0.632710563	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	63.51844432	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	28.29607661	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	2.545940058	0	0	0	#DIV/0!	#DIV/0!	0.820183221	#DIV/0!	3.487648157	#DIV/0!	#DIV/0!	0.724047677	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	1.354011459	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	2.032453854	30.4322399	0	#DIV/0!	2.881835897	#DIV/0!
NODE_506_length_30017_cov_7.681263	Ga0224629_1000506.46	STRG.10327	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	35.54124207	53.86140325	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	32.43169151	0	#DIV/0!	0	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	0	#DIV/0!	0	0	#DIV/0!	0	0	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	0	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	0	#DIV/0!	0	0	#DIV/0!	0	0
NODE_21129_length_5189_cov_33.083755	Ga0224629_1021129.3	STRG.103998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50.39918815	0	63.62205415	0	0	0	0	0	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.19550409	0	0	0	0	0.108587638	0	0.176639079	0	0	0.322239522	0	0.23532413	0	0	0	0	0	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	0	0	0	0	0	0	0
NODE_24_length_82296_cov_31.970282	Ga0224629_1000024.61	STRG.1046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.65133775	0	51.74638909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.003620508	0	0	0	0	0.260052956	0.582076531	0	0	0	0	0.273116864	0	0	1.05145938	0	0	0.169653542	0	0.278698738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_21396_length_5151_cov_5.068485	Ga0224629_1021396.11	STRG.104648	149.9439484	1144.837225	1070.99545	#DIV/0!	157.6434499	#DIV/0!	105.8874644	315.5450546	234.3659201	#DIV/0!	#DIV/0!	#DIV/0!	89.99807409	#DIV/0!	124.3120435	0	#DIV/0!	#DIV/0!	0	96.59547214	157.4957421	39.64237668	0	517.2132639	102.8877213	514.4167837	0	160.3541287	#DIV/0!	500.8385782	313.6357978	0	0	0	232.9990843	462.6205785	404.7474074	167.8410436	0	150.761779	0	430.6617506	#DIV/0!	0	603.8387943	0	0	0	#DIV/0!	0	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	0	#DIV/0!	#DIV/0!	1.142290464	0	0.073813937	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	0	0	0	0	0	0	0	0	0	#DIV/0!	0	0
NODE_21456_length_5142_cov_8.391783	Ga0224629_1021456.1	STRG.104801	43.05404951	0	108.6061049	0	138.9335497	57.59429296	0	590.2231629	0	215.1060518	0	#DIV/0!	0	0	0	107.8087864	123.0595792	0	0	56.47918313	0	0	#DIV/0!	43.46500873	0	0	0	0	0	#DIV/0!	0	0	52.3228046	#DIV/0!	50.83971177	0	0	291.1778793	588.7543674	0	74.79340556	357.5639245	#DIV/0!	0	#DIV/0!	0	1.438959401	0	0	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	0	0	#DIV/0!	0	0	0	#DIV/0!	0	0	0	0	0	0	0	0	#DIV/0!	0	#DIV/0!
