Contig	sRNA_ID	s1a1	s1a2	s1a3	s1b1	s1b2	s1b3	s9b1	s9b2	s9b3	s13a1	s13a2	s13a3	s13b1	s13b2	s13b3	s17a1	s17a2	s17a3	s17b1	s17b2	s17b3	s2017-9am1	s2017-9am2	s2017-9am3	s2017-9am4	s2017-9am5	s2017-9am6	s2017-9am7	s2017-9am8	s2017-9am9	s2017-9am10	s2017-9am11	s2017-9am12	s2017-9pm1	s2017-9pm2	s2017-9pm3	s2017-9pm4	s2017-9pm5	s2017-9pm6	s2017-9pm7	s2017-9pm8	s2017-9pm9	s2017-9pm10	s2017-9pm11	s2017-9pm12
NODE_1_length_282097_cov_10.011800	STRG.116	0	0	0	0	0	0	0	0	0	0	121.6572349	0	2934.248615	0	0	1789.303272	0	0	0	0	0	0	0	0	0	0	2545.723106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_100_length_52167_cov_17.156970	STRG.3279	0	530.9772727	1095.189921	0	70.0540587	#DIV/0!	1681.165455	944.1815032	240.2174477	0	77.95688846	2423.572176	178.3649165	2022.715961	449.078783	2342.11127	0	0	177.6055521	144.4015375	114.4581179	0	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	8930.87851	0	0	0	0	0	1664.234576	0	0	#DIV/0!	1027.760073	0	0	1172.262882	0	0	0
NODE_10033_length_8069_cov_30.712254	STRG.76768	2003.016716	2741.951501	3134.051358	4787.723169	2318.895203	6172.683354	2548.320917	2841.591277	3247.126772	3665.049928	1271.221499	1915.48587	2163.387435	2693.798173	2252.514222	2442.669839	6028.750845	1535.400078	1753.562474	2177.390461	1198.736933	1055.778796	1744.037868	3808.090184	2378.92124	2899.858499	1876.862407	2375.238677	2050.047223	2053.531546	1443.474828	1936.169344	1799.350784	6337.840889	2148.333885	2593.963757	2199.936948	1722.765614	856.4386959	2428.232522	1333.60636	2310.30928	1682.210707	2040.807886	2986.577745
NODE_10049_length_8061_cov_14.166000	STRG.76849	0	#DIV/0!	5304.799689	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	585.0166223	882.2151225	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	1028.425369	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	1531.872165	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
NODE_10050_length_8060_cov_4.411368	STRG.76851	352.8619863	#DIV/0!	0	0	0	#DIV/0!	0	0	0	0	#DIV/0!	#DIV/0!	0	0	0	0	931.1596591	947.2734759	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	0	0	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
NODE_10063_length_8054_cov_18.553569	STRG.76888	2900.760182	10079.97644	3573.403625	3085.370977	4940.433835	7041.994246	18986.15257	18280.5051	0	7896.00861	5666.639455	4490.592999	2701.766814	3544.932638	2963.108412	9205.504729	#DIV/0!	1954.970902	1246.94134	2657.44586	547.9969848	859.1138047	1997.045337	3992.633483	2169.029756	1882.196786	2523.295379	2197.842921	2359.916572	5037.391057	2469.457699	2156.778527	1965.397842	6651.040037	2756.279772	2239.644138	2622.3457	2554.158231	1234.664523	2542.997505	1948.398428	2640.534425	1248.013674	3438.165472	1914.43703
NODE_1009_length_23319_cov_10.051582	STRG.18418	#DIV/0!	#DIV/0!	#DIV/0!	21283.47324	948.0289287	#DIV/0!	#DIV/0!	0	3584.416019	0	0	8498.603766	0	3334.533775	873.5605565	#DIV/0!	0	0	141.3825028	2559.980603	0	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
NODE_10137_length_8018_cov_16.392817	STRG.77219	0	#DIV/0!	#DIV/0!	4302.179291	#DIV/0!	#DIV/0!	90.14789878	0	0	0	0	0	0	0	178.4671938	0	0	0	0	#DIV/0!	139.345953	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!
NODE_1018_length_23197_cov_10.667142	STRG.18529	4623.583246	1974.079644	7173.404449	7921.747534	6828.708589	13643.8169	5349.794512	7212.152598	7220.484683	10822.00773	3637.329911	3066.081106	5477.053786	4353.372172	4849.287746	5855.833502	4240.189454	2436.784523	1712.960913	6929.261915	542.6524793	1739.356421	4896.590066	2021.091007	5069.292123	8518.46137	3121.308156	1851.004072	1379.846526	3431.290557	1619.001955	0	1930.529902	11356.26017	4103.533671	3811.266557	4565.669518	3280.234532	0	3793.836505	1661.36499	2127.176709	2845.964832	2910.702627	4603.654972
NODE_1021_length_23173_cov_10.861536	STRG.18587	1293.800044	0	0	0	0	#DIV/0!	0	0	0	#DIV/0!	365.145779	0	0	0	0	0	0	0	0	0	115.7098099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_10254_length_7963_cov_36.557284	STRG.77675	98.89226871	1264.040614	0	209.2273049	0	0	117.7573511	122.2909529	152.5742569	1119.096994	0	653.8937578	97.18373951	0	863.0929449	252.8518117	334.2590562	506.524852	128.5769566	67.69954866	0	0	0	0	249.974891	0	0	0	0	0	266.0108591	0	0	407.3274942	0	0	0	0	0	0	0	0	0	0	760.0993653
NODE_10255_length_7963_cov_23.262519	STRG.77697	0	0	0	0	0	0	186.2799566	50.83847512	0	42.39040134	0	0	26.86598908	50.26084273	52.89547682	0	0	0	214.9225915	37.6170393	40.97743465	0	0	0	0	0	0	198.4355115	0	0	0	0	0	0	0	0	0	0	0	0	0	64.68136845	0	0	0
NODE_10375_length_7915_cov_20.324427	STRG.78163	512.6820143	0	#DIV/0!	0	#DIV/0!	0	98.30238321	873.1126415	0	#DIV/0!	0	#DIV/0!	0	0	0	#DIV/0!	0	0	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	0	0	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	0
NODE_10433_length_7896_cov_22.681801	STRG.78386	128.5244072	65.25809558	0	0	0	0	0	32.01789886	42.13815116	332.6322127	16.95405852	126.2419696	237.2280417	43.93229707	154.600911	42.77911502	190.5113589	34.42078653	18.09804152	126.4841351	0	0	0	0	0	0	0	255.0293514	0	61.86730051	0	0	0	0	0	0	0	0	0	73.55751788	0	139.1329369	126.5753867	143.1636713	0
NODE_10473_length_7880_cov_6.235527	STRG.78564	2119.227933	2176.525391	0	4726.717262	2450.330151	#DIV/0!	2027.413299	2603.3811	3360.668577	4542.561788	974.8644812	#DIV/0!	918.3845432	2328.264321	2009.817777	930.4445489	5868.591628	1689.795916	1315.979612	2335.822236	0	561.7763145	0	3501.206536	1726.208055	3067.235793	0	#DIV/0!	2042.508624	1846.41845	#DIV/0!	#DIV/0!	2029.781641	6450.806607	2404.890941	2350.782451	#DIV/0!	1811.134394	698.5434794	2427.785731	1406.379825	1863.367185	#DIV/0!	2073.757803	3285.917683
NODE_10494_length_7870_cov_4.297249	STRG.78650	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	1195.49494	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!
NODE_105_length_51778_cov_8.478781	STRG.3367	0	#DIV/0!	0	0	#DIV/0!	#DIV/0!	0	153.8099356	28.15529361	0	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	0	0	#DIV/0!	0	#DIV/0!	0	0	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	0	0	0	0	#DIV/0!	0	0
NODE_1051_length_22935_cov_24.178453	STRG.19005	0	0	23.22478434	0	0	0	31.74516472	48.97886721	0	0	0	0	0	28.45442312	0	65.7446066	120.1426817	0	111.0356375	0	91.46739262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_10515_length_7860_cov_10.005509	STRG.78732	0	#DIV/0!	0	0	0	0	99.7703149	3489.58861	0	890.0040544	0	0	297.3992363	1046.939117	1771.269895	0	#DIV/0!	339.6959409	0	289.738677	158.7428682	0	0	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	0	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0
NODE_1056_length_22892_cov_24.343828	STRG.19095	233.1792084	0	0	0	0	0	137.0504911	0	0	0	0	0	0	0	0	104.0049987	0	0	59.7427942	0	115.366009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_10645_length_7807_cov_8.258772	STRG.79269	0	#DIV/0!	1135.275459	1304.512864	0	0	1344.582591	#DIV/0!	#DIV/0!	#DIV/0!	650.9681979	#DIV/0!	2306.644158	270.4560197	0	1839.974868	721.0480295	#DIV/0!	0	#DIV/0!	129.9716221	0	#DIV/0!	0	0	0	0	0	0	0	0	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	0	0	0	0	0	#DIV/0!	#DIV/0!	0
NODE_10692_length_7790_cov_5.014092	STRG.79470	120.1074128	0	117.6684584	401.6811211	101.863959	2100.792782	763.6150079	432.3733195	308.550708	0	976.6032299	#DIV/0!	142.3982816	0	0	3986.695554	0	0	0	96.29731289	261.1461139	#DIV/0!	#DIV/0!	0	0	#DIV/0!	0	0	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!
NODE_10748_length_7769_cov_5.420016	STRG.79639	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	204.3663869	#DIV/0!	382.4334632	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
NODE_1076_length_22753_cov_12.024319	STRG.19339	279.7921984	0	0	0	0	6860.909444	223.6340245	2127.372385	251.3238794	0	0	0	0	681.4688892	580.6121351	0	0	#DIV/0!	0	0	0	0	0	0	0	0	0	0	0	5888.659488	0	0	0	0	682.2395214	1993.356452	911.8022461	0	0	0	296.4944077	0	0	0	0
NODE_1078_length_22700_cov_7.737690	STRG.19356	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	796.6750839	0	443.0609723	#DIV/0!	0	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!
NODE_1084_length_22665_cov_56.882663	STRG.19433	1975.849133	4530.891608	9533.832264	8636.074217	746.7708566	5754.96182	2084.140954	3827.320798	679.3965655	7374.785594	3168.261713	5788.557278	2432.162631	515.3423255	541.245412	7763.721086	#DIV/0!	1223.013929	32.99952854	2750.863709	92.85016031	1657.919862	4090.658548	6168.248371	3060.648237	2974.56702	2681.106841	1700.008715	1929.574517	0	1414.885318	3352.792368	2919.513804	3656.399346	0	2500.351816	3879.5026	681.9648647	1605.061259	1726.727217	3336.931965	1745.517994	#DIV/0!	1647.644864	0
NODE_10849_length_7723_cov_9.980960	STRG.80035	#DIV/0!	#DIV/0!	0	#DIV/0!	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	#DIV/0!	0	45.892485	#DIV/0!	165.8909733	0	0	0	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	0	0
NODE_1086_length_22649_cov_28.939674	STRG.19474	901.9869214	0	12839.77568	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	1416.119237	681.0232575	6840.803235	0	0	271.2005465	116.1629044	#DIV/0!	#DIV/0!	1413.066436	0	#DIV/0!	0	0	0	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	0	#DIV/0!	0	0	0	0	#DIV/0!	#DIV/0!	0
NODE_1087_length_22647_cov_24.260402	STRG.19539	0	0	0	0	9.288760715	0	0	1.421680138	0	0	0.536629788	0	0	0.704838807	12.62415627	1.072910954	6.609233139	0.396463279	1.846315405	4.640267118	0	3.025732154	0	0	0	0	0	13.26710254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.719178997
NODE_10898_length_7703_cov_51.922202	STRG.80214	0	0	0	0	0	#DIV/0!	0	0	217.6319109	0	0	0	376.7538751	0	0	0	0	0	82.76603782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1091_length_22617_cov_23.563248	STRG.19525	0	55.45712216	0	338.1181795	0	0	21.43689694	68.67644206	0	81.95322075	31.22338105	0	0	0	0	0	0	0	75.64913659	0	79.92194874	63.23842739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1091_length_22617_cov_23.563248	STRG.19530	237.6256367	240.3782728	186.7736713	212.8633649	138.8411112	0	0	192.1725902	0	333.0280976	100.6146929	86.17399986	46.90835051	249.9194093	52.59603602	90.5775746	540.2562362	92.05108215	64.94816864	24.941862	48.06352617	0	245.3715065	409.1245714	150.1296359	1086.453352	123.7506236	0	463.832194	217.5870004	37.71954624	177.2983951	95.82607928	1017.647457	182.9398611	69.65530775	156.0032163	159.5503953	191.6010202	303.7079972	0	217.0610073	0	196.4134132	205.3150484
NODE_1094_length_22592_cov_22.511869	STRG.19556	0	0	131.4025679	0	0	0	0	0	0	0	81.18360762	0	0	48.65669876	0	51.30124426	0	0	52.7659127	0	108.8438693	0	0	0	0	0	0	0	0	0	182.2988852	0	0	0	0	0	0	0	0	0	0	0	267.2018504	0	176.6231912
NODE_10963_length_7677_cov_11.792312	STRG.80450	312.8051512	184.3017282	1248.112776	2800.866834	2510.924537	#DIV/0!	1044.930204	2802.57101	0	1285.71029	722.7764058	1340.821097	719.4184538	0	665.6948758	#DIV/0!	#DIV/0!	#DIV/0!	78.28199289	820.7207711	67.50335877	#DIV/0!	0	0	0	#DIV/0!	0	0	0	1876.401986	508.2683899	#DIV/0!	0	0	824.7313554	0	519.9727401	737.1298705	784.9599615	1736.198107	0	0	845.472288	1103.305221	#DIV/0!
NODE_11_length_102951_cov_23.208978	STRG.619	0	80.54084158	48.14793519	0	0	0	0	80.37076558	0	0	102.7232973	211.1421025	78.37185853	0	80.31936152	0	100.5084251	0	0	51.46709441	9.93230386	0	0	0	0	0	59.92163693	0	0	0	0	0	0	0	0	158.0171824	0	0	0	0	0	0	0	100.943882	0
NODE_11_length_102951_cov_23.208978	STRG.637	390.6605773	647.1739214	1108.680233	875.8713096	923.3773872	2668.386755	1200.070227	1079.295488	153.1381186	2116.130898	627.1789525	378.9474085	514.2568234	652.3182211	1584.467705	1499.966702	1754.05759	844.4091267	323.4720775	498.453567	26.41930169	0	0	320.885115	769.7511268	276.3692535	0	181.0318561	766.1732803	0	0	352.9904598	434.0265534	0	0	0	0	0	127.395269	193.4644811	232.2959598	268.4512541	1018.120644	78.51190428	165.215887
NODE_11_length_102951_cov_23.208978	STRG.663	168.9432929	345.1874134	454.8975893	782.9628338	115.00471	94.31535181	156.0835579	251.3994299	73.35191348	238.1937461	0	180.0707846	96.94944633	173.0187042	284.7299845	52.47127946	246.3936524	365.4370519	198.3895539	365.3746047	79.74927644	0	220.8600439	698.593759	0	331.3322732	150.712898	233.4349969	0	0	279.8737285	0	0	1395.606234	0	83.18755867	74.97977574	0	0	163.3928882	0	151.3602777	0	0	181.1019563
NODE_11_length_102951_cov_23.208978	STRG.684	0	0	0	0	328.8464458	0	0	0	0	0	0	0	0	0	0	88.85602525	0	0	0	0	90.66678047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_11049_length_7647_cov_16.151344	STRG.80800	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	738.5277772	0	0	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	570.4982235	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0
NODE_11094_length_7632_cov_134.358717	STRG.80971	0	0	0	0	0	#DIV/0!	0	0	0	0	0	0	#DIV/0!	0	0	0	#DIV/0!	0	44.02071802	0	77.40527779	0	0	#DIV/0!	#DIV/0!	0	0	0	0	#DIV/0!	0	0	#DIV/0!	#DIV/0!	0	0	0	0	0	0	0	#DIV/0!	0	#DIV/0!	0
NODE_11198_length_7588_cov_10.936944	STRG.81402	#DIV/0!	#DIV/0!	#DIV/0!	0	1963.928668	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	2203.7128	0	0	0	0	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	2187.211244	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!
NODE_11299_length_7544_cov_8.920550	STRG.81803	572.9451937	739.5071894	878.7945466	#DIV/0!	1753.485095	4661.790673	0	#DIV/0!	0	#DIV/0!	#DIV/0!	1653.078828	1460.447237	0	2565.514329	1910.70882	2645.92181	1607.189124	198.8933779	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	1466.936141	#DIV/0!	1903.650895	4847.027866	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	966.0742502	#DIV/0!	#DIV/0!	#DIV/0!	677.5094991	#DIV/0!	#DIV/0!
NODE_11385_length_7511_cov_11.545333	STRG.82133	0	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	#DIV/0!	#DIV/0!	236.5807304	0	78.2560688	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!
NODE_1142_length_22202_cov_22.944327	STRG.20095	28.34657433	167.6515501	0	0	0	0	163.4846013	0	0	0	0	0	0	0	0	82.40701088	80.23414237	0	51.20961595	0	0	48.0222131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.48535016	0	0	0	0	0
NODE_11441_length_7489_cov_20.716976	STRG.82346	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	6643.657356	9017.035281	#DIV/0!	3741.969837	0	#DIV/0!	#DIV/0!	2672.112322	4999.833973	#DIV/0!	1554.315944	3220.129939	#DIV/0!	#DIV/0!	0	3645.409793	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	3749.613438	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	3174.19176	#DIV/0!	#DIV/0!	2310.110578	#DIV/0!	#DIV/0!
NODE_1148_length_22158_cov_7.174818	STRG.20173	0	#DIV/0!	#DIV/0!	0	0	#DIV/0!	0	#DIV/0!	0	0	0	0	0	0	801.7060684	0	#DIV/0!	0	0	0	0	0	4141.241716	0	0	0	831.597066	0	0	0	0	0	1635.034618	0	#DIV/0!	0	0	0	0	#DIV/0!	0	0	3917.794475	0	0
NODE_11487_length_7472_cov_12.631657	STRG.82528	1068.691863	0	1280.793806	1545.657324	2438.577138	#DIV/0!	739.0660139	1086.961446	848.8084167	1127.294754	609.6836022	#DIV/0!	421.9292186	1637.952264	288.4752147	1447.900798	0	855.1260142	765.9720671	870.886122	0	#DIV/0!	0	0	908.1013542	797.2048327	0	364.6987625	652.943848	2134.601563	394.9084039	0	904.4171472	0	555.5485969	484.2957283	584.8658801	0	341.2484444	287.4292453	719.8307373	672.765883	1578.07733	0	2403.935473
NODE_1149_length_22132_cov_6.906690	STRG.20191	2496.472453	0	2444.575197	5930.797375	3593.980705	#DIV/0!	2331.594528	3127.975559	6827.104973	3608.749198	3317.203438	3226.669664	2636.617247	2705.441304	0	4070.096246	3347.574978	938.0989663	659.2276666	2375.513405	0	0	0	0	0	5362.12236	0	0	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	0	0	0	0	838.5342857	#DIV/0!	0
NODE_11519_length_7453_cov_25.303866	STRG.82692	339.2525268	384.1849419	506.0744385	832.6745509	349.8412413	767.4971384	365.8613361	426.6663482	602.1592676	342.4926267	285.5663429	281.8301264	479.0844442	328.0689532	455.8009572	385.7048003	421.9875869	241.3667128	335.8203201	305.2227225	168.8189403	60.53835389	0	465.445351	284.4604699	340.6615369	0	0	#DIV/0!	132.6009898	163.9945184	#DIV/0!	497.2183478	989.2250881	0	0	0	131.0893195	321.8806986	272.782011	0	0	870.1299586	118.5973917	59.2685834
NODE_11525_length_7450_cov_10.182691	STRG.82699	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	2563.229103	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	2212.974489	#DIV/0!	#DIV/0!	1090.084702	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0
NODE_11527_length_7450_cov_4.586477	STRG.82706	#DIV/0!	#DIV/0!	#DIV/0!	6597.459193	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	4862.115125	1279.781249	0	2344.680066	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	2752.350537	126.6025071	1441.766413	1523.708848	4438.798973	3244.814772	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	1781.726144	1043.831221	0	1279.618715	#DIV/0!	#DIV/0!	#DIV/0!	0	0	320.4794034	#DIV/0!	1250.38462	#DIV/0!	0	0	0
NODE_1156_length_22041_cov_22.339716	STRG.20253	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	7447.528359	#DIV/0!	#DIV/0!	0	#DIV/0!	13517.7565	1622.071566	#DIV/0!	#DIV/0!	0	0	3492.136108	#DIV/0!	#DIV/0!	2364.560282	7168.175907	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
NODE_11663_length_7395_cov_7.421935	STRG.83237	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	68.64827416	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0
NODE_11700_length_7380_cov_22.788669	STRG.83390	116.8973908	1206.978831	986.8548247	257.1231372	566.3392955	97.14803495	549.5706874	951.3058495	448.2272544	797.2861509	599.9358381	133.5241811	169.6425265	215.1096993	334.8770122	639.985778	346.5300993	572.828608	128.7177994	399.154215	102.7380781	0	0	0	0	0	0	0	0	338.8900267	0	0	0	0	0	0	0	0	0	0	0	0	0	80.80520636	221.2555184
NODE_1174_length_21947_cov_10.298831	STRG.20417	80.88905309	346.4818573	94.21106279	0	0	0	0	416.8499473	0	0	165.3319987	0	0	29.36143538	0	783.3841738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_1175_length_21934_cov_24.588875	STRG.20431	100.3974114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.8920515	0	14.25159612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_11755_length_7361_cov_25.857104	STRG.83588	432.4542095	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	2725.163755	#DIV/0!	#DIV/0!	1374.231378	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	68.00232439	#DIV/0!	0	#DIV/0!	296.4989007	#DIV/0!	#DIV/0!	633.8728092	#DIV/0!	#DIV/0!	1271.792579	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
