Contig	sRNA_ID	s1a1	s1a2	s1a3	s1b1	s1b2	s1b3	s9b1	s9b2	s9b3	s13a1	s13a2	s13a3	s13b1	s13b2	s13b3	s17a1	s17a2	s17a3	s17b1	s17b2	s17b3	s2017-9am1	s2017-9am2	s2017-9am3	s2017-9am4	s2017-9am5	s2017-9am6	s2017-9am7	s2017-9am8	s2017-9am9	s2017-9am10	s2017-9am11	s2017-9am12	s2017-9pm1	s2017-9pm2	s2017-9pm3	s2017-9pm4	s2017-9pm5	s2017-9pm6	s2017-9pm7	s2017-9pm8	s2017-9pm9	s2017-9pm10	s2017-9pm11	s2017-9pm12
NODE_273_length_36684_cov_8.003740	STRG.7133	116.9818188	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	177.6675207	162.2738073	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	402.0087582	#DIV/0!	0	0	0	0	#DIV/0!	0	625.3682903
NODE_2746_length_15355_cov_29.992941	STRG.35844	810.8051539	0	3402.70617	3446.160096	905.2119682	#DIV/0!	901.5875951	3737.87381	#DIV/0!	3605.39815	#DIV/0!	932.9860839	1005.189562	0	231.5743719	0	0	532.8440811	0	1910.824286	#DIV/0!	0	2330.735752	0	0	0	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	2493.657898	#DIV/0!	#DIV/0!	0	0	#DIV/0!	0	#DIV/0!	0	0	1011.385094	#DIV/0!	0
NODE_27798_length_4357_cov_6.057415	STRG.128354	#DIV/0!	#DIV/0!	1549.707516	#DIV/0!	#DIV/0!	#DIV/0!	1333.490261	2565.269459	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	940.9781151	0	0	0	#DIV/0!	#DIV/0!	3108.838163	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	692.8289886	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
NODE_278_length_36434_cov_30.673658	STRG.7201	200.8124814	0	#DIV/0!	3580.010547	0	0	0	0	0	#DIV/0!	0	0	0	0	0	0	#DIV/0!	#DIV/0!	0	0	0	2152.979484	0	0	0	0	0	0	0	#DIV/0!	0	1287.612689	#DIV/0!	0	0	0	#DIV/0!	0	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
NODE_2785_length_15273_cov_27.181693	STRG.36129	1005.589486	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	97.3456949	#DIV/0!	0	#DIV/0!	0	0	#DIV/0!	0	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
NODE_279_length_36402_cov_8.572289	STRG.7231	4173.631081	#DIV/0!	8358.569234	#DIV/0!	1858.446113	#DIV/0!	0	8286.255658	5296.794094	15082.98505	0	4359.793994	1034.910607	0	2078.936039	3682.906302	6217.351618	1523.112315	123.9853548	5232.227331	201.85987	4416.658863	2188.884018	0	#DIV/0!	6061.660608	0	0	0	0	6290.608264	0	8019.424391	0	9034.40381	0	0	2625.185262	502.8256463	#DIV/0!	2794.112041	4958.264215	3811.535924	0	#DIV/0!
NODE_2791_length_15264_cov_117.589519	STRG.36185	0	0	0	0	0	0	0	0	0	0	12.70085603	0	0	0	0	0	0	0	19.65368618	0	48.10007303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.681756378	0	0	0	0	0	0
NODE_27920_length_4344_cov_5.803917	STRG.128610	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	66.01454301	#DIV/0!	0	#DIV/0!	0	#DIV/0!	0	0	0	#DIV/0!	203.7260211	#DIV/0!	87.74061826	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0	0	#DIV/0!	0	0
NODE_27920_length_4344_cov_5.803917	STRG.128615	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	210.9151832	#DIV/0!	0	#DIV/0!	849.2987462	#DIV/0!	0	0	0	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0	0	#DIV/0!	0	0
NODE_2795_length_15259_cov_17.936924	STRG.36209	#DIV/0!	#DIV/0!	9041.057639	#DIV/0!	14849.61204	#DIV/0!	#DIV/0!	#DIV/0!	12398.38879	#DIV/0!	#DIV/0!	#DIV/0!	6855.241814	1973.54648	4086.492234	#DIV/0!	#DIV/0!	#DIV/0!	1393.60198	#DIV/0!	479.6421782	2201.669494	#DIV/0!	#DIV/0!	1011.042525	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
NODE_28205_length_4317_cov_42.973956	STRG.129200	0	1201.581077	2710.675738	326.0750955	1058.171418	#DIV/0!	1905.641347	2495.836585	0	1717.952219	330.4516075	651.3481307	#DIV/0!	2404.022299	#DIV/0!	269.0436158	#DIV/0!	841.3347342	473.3049587	265.8019755	1784.749314	293.0818077	1362.49933	0	#DIV/0!	2034.026503	1131.720098	1188.853876	308.9816623	626.3614233	988.2859569	1083.850412	910.8947237	#DIV/0!	789.9798949	#DIV/0!	1099.951789	760.8004989	316.74791	819.573675	866.6833612	1406.934142	0	#DIV/0!	#DIV/0!
NODE_28248_length_4312_cov_70.785295	STRG.129276	121.0314087	656.4742379	281.894746	0	207.3892533	739.1310692	122.8204709	0	0	2681.501054	118.3004228	0	195.47702	0	72.9579434	91.3649053	#DIV/0!	0	16.33001714	81.58986394	0	0	212.4148788	0	#DIV/0!	493.2452483	0	#DIV/0!	#DIV/0!	#DIV/0!	1153.444012	#DIV/0!	0	0	0	0	0	0	0	1979.096484	#DIV/0!	#DIV/0!	#DIV/0!	0	0
NODE_2832_length_15167_cov_15.251588	STRG.36502	#DIV/0!	0	0	0	0	#DIV/0!	0	1316.45385	1090.292641	#DIV/0!	88.24325127	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	0	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!
NODE_28344_length_4304_cov_6.023535	STRG.129454	172.2156346	#DIV/0!	0	#DIV/0!	#DIV/0!	0	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	399.0934555	#DIV/0!	#DIV/0!	0	0	#DIV/0!	145.4372575	0	0	#DIV/0!	0	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	0	1285.516886	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	0	0	#DIV/0!	0	#DIV/0!
NODE_2840_length_15142_cov_27.067078	STRG.36578	226.9955955	4476.59115	271.6870122	7575.070278	0	#DIV/0!	1527.75142	0	0	7026.548464	#DIV/0!	1561.778844	338.2115405	200.3144125	708.1466719	834.2209704	0	1006.251713	24.50680112	24.37238435	0	#DIV/0!	0	#DIV/0!	0	0	#DIV/0!	#DIV/0!	0	0	0	0	0	950.3855984	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!
NODE_28411_length_4297_cov_9.786186	STRG.129601	#DIV/0!	0	1222.621791	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	490.4671346	904.9597305	0	351.959781	#DIV/0!	2724.975159	0	0	#DIV/0!	0	#DIV/0!	#DIV/0!	1537.332446	#DIV/0!	1241.688273	790.6196058	#DIV/0!	835.0519401	868.3849169	624.8276984	818.6737696	797.075909	#DIV/0!	#DIV/0!	1069.617679	#DIV/0!	#DIV/0!	#DIV/0!	739.9066347	485.4742771	#DIV/0!	#DIV/0!	0	1298.375775
NODE_28434_length_4294_cov_30.007077	STRG.129646	0	#DIV/0!	0	#DIV/0!	0	#DIV/0!	136.4475855	551.3235651	42.22929415	0	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	0	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	0	0	#DIV/0!	0	0	0	0	#DIV/0!	0	0	0	0	#DIV/0!	0
NODE_2846_length_15124_cov_7.803371	STRG.36630	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	322.2874243	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
NODE_2853_length_15106_cov_22.072022	STRG.36694	48.47734313	0	0	0	0	0	0	49.79826561	0	154.0058446	0	0	0	0	57.73779604	37.4391303	0	0	35.45300133	7.785237775	42.38905097	0	0	0	0	0	0	0	0	54.33587061	90.07922778	0	0	0	0	0	0	0	0	0	0	0	0	0	20.43109977
NODE_28537_length_4284_cov_23.865926	STRG.129871	108.2115276	234.2060725	103.7228593	49.91011671	116.6124011	51.53654615	86.07778698	29.5720838	16.30588232	211.7404213	45.05054566	128.5216881	89.38627076	46.13710826	207.7751647	265.8242316	226.2529088	102.8341247	57.83284836	129.0444458	40.20994841	0	65.21049698	0	0	89.25932154	0	0	0	20.80792765	0	0	83.08370123	0	0	0	163.4371852	0	0	0	50.35655291	0	0	70.21408949	33.67922478
NODE_2865_length_15054_cov_10.142743	STRG.36809	#DIV/0!	0	#DIV/0!	0	0	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	0	#DIV/0!	0	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	1527.750567	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	943.7847004	#DIV/0!	0	0	1699.557298	#DIV/0!	0
NODE_2875_length_15043_cov_9.602415	STRG.36899	1777.28255	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	320.2985629	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	3435.922548	#DIV/0!	#DIV/0!	#DIV/0!	6047.709974	#DIV/0!	0	0	0	0	#DIV/0!	#DIV/0!	6516.950924
NODE_28767_length_4263_cov_11.844344	STRG.130338	#DIV/0!	#DIV/0!	0	#DIV/0!	484.372813	#DIV/0!	1193.008009	1044.342974	963.3101684	#DIV/0!	#DIV/0!	0	1049.858908	619.050561	509.7545792	357.7177012	#DIV/0!	#DIV/0!	121.5139861	446.8556326	118.7116138	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	1064.260132	0	780.2162137	#DIV/0!	989.5599128	711.4024942	0	#DIV/0!	3704.462295	0	#DIV/0!	#DIV/0!	#DIV/0!	336.2998345	#DIV/0!	670.9339908	#DIV/0!	#DIV/0!	#DIV/0!	0
NODE_28788_length_4261_cov_48.368521	STRG.130382	0	0	0	0	0	#DIV/0!	0	113.9423664	0	#DIV/0!	0	0	0	0	0	#DIV/0!	0	0	61.65407999	0	162.9989562	0	0	1183.660945	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	0	#DIV/0!	0	0	0	0	#DIV/0!	#DIV/0!	0
NODE_29023_length_4238_cov_8.861822	STRG.130880	1318.041965	1052.242048	2120.271156	3008.329748	#DIV/0!	#DIV/0!	925.9990014	#DIV/0!	2081.483818	2237.239312	609.751038	#DIV/0!	0	209.9491409	1249.637011	1688.236414	#DIV/0!	1043.027792	561.2595065	357.3565162	349.2345329	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	4569.31747	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	599.7054905	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
NODE_29036_length_4237_cov_29.561932	STRG.130921	185.5502017	147.5496106	469.5853407	493.7711932	236.1754465	925.3489694	190.4035708	216.8324119	40.15052419	652.2156222	125.5383293	#DIV/0!	184.3998573	85.28444926	46.51374712	268.1829852	527.9418248	149.0626283	53.9915882	206.6234114	40.03807057	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	85.05076389	#DIV/0!
NODE_2926_length_14938_cov_8.628032	STRG.37278	#DIV/0!	4317.29134	32265.2144	#DIV/0!	0	10794.1328	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	6203.202709	2976.423666	#DIV/0!	2215.342412	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	3252.293119	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	0	#DIV/0!	2397.933021	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	8594.234269
NODE_2937_length_14927_cov_13.058835	STRG.37387	257.0830646	0	0	0	0	0	0	0	382.0538413	0	309.7977367	#DIV/0!	0	0	0	0	0	#DIV/0!	0	0	50.50663627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2937_length_14927_cov_13.058835	STRG.37388	0	0	0	0	391.0797629	0	28.33012315	0	77.55607149	0	0	#DIV/0!	0	0	694.8407572	0	0	#DIV/0!	342.7709497	0	166.0762278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2951_length_14895_cov_9.313073	STRG.37500	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	8552.80803	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	954.1335865	#DIV/0!	#DIV/0!	#DIV/0!	5269.002328	#DIV/0!	#DIV/0!
NODE_29531_length_4188_cov_7.058553	STRG.131949	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	1740.922256	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0
NODE_29593_length_4182_cov_9.093530	STRG.132076	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	440.1295794	0	543.8432867	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	404.7213181	#DIV/0!	#DIV/0!	839.4540786	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
NODE_29669_length_4174_cov_7.744355	STRG.132260	985.9313599	1732.620306	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	1822.906153	4194.620183	665.1835999	#DIV/0!	257.9830777	1227.794933	559.8301751	#DIV/0!	3127.700594	1190.544029	1152.502413	1194.319895	0	464.7358786	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	861.9455259	#DIV/0!	#DIV/0!
NODE_29748_length_4166_cov_15.111652	STRG.132412	0	141.6909954	33.54499251	0	0	334.1500829	7.751929952	7.709933332	27.35306104	1526.681093	137.0220462	0	12.34109995	13.20462924	0	199.027137	0	599.0504799	15.6336738	0	40.22705559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182.5916034	0	0	0	0	0
NODE_2983_length_14809_cov_44.113596	STRG.37760	0	0	0	301.8615861	0	0	0	0	0	0	107.8586205	0	0	156.7391499	59.03855066	0	0	0	34.29513769	0	86.35293984	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#DIV/0!	#DIV/0!
NODE_2988_length_14798_cov_12.829207	STRG.37809	0	0	0	0	0	#DIV/0!	0	1966.513513	0	#DIV/0!	0	#DIV/0!	0	0	1225.88377	0	0	#DIV/0!	238.380306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	#DIV/0!	0	0	0	0	0
NODE_2993_length_14790_cov_6.764574	STRG.37833	0	38.56567035	35.70272912	0	0	0	0	4.476865094	0	0	15.31050215	0	0	0	5.758114091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NODE_2997_length_14781_cov_7.600706	STRG.37858	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	76.99691043	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0
NODE_2997_length_14781_cov_7.600706	STRG.37869	293.9966222	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	1588.655639	0	111.0093919	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0
NODE_30020_length_4140_cov_29.011750	STRG.132986	69.30358743	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	832.1938717	#DIV/0!	#DIV/0!	0	243.2295567	0	#DIV/0!	1054.375321	#DIV/0!	0	#DIV/0!	999.9361231	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	0	#DIV/0!	#DIV/0!	303.6849239	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	463.0389541	#DIV/0!	0	1601.021817
NODE_3003_length_14773_cov_54.371586	STRG.37932	2740.09905	3908.730745	4441.182668	6250.301571	2943.14714	8961.013882	3214.112709	3998.508955	4071.200406	5687.48133	1829.610484	2833.25888	2903.754455	3278.323746	3347.101452	3345.821525	9065.024499	2010.48766	2295.814402	3124.279161	1089.925427	1344.089705	2620.51917	5118.344433	3151.610898	3784.429767	2794.541003	3660.291501	2383.201589	3289.710075	1692.702627	2835.309164	2212.420358	8139.291178	3215.444107	3013.929435	3379.45048	2599.864477	1252.32202	3440.4491	1965.507712	2771.416103	2377.891373	3006.112664	4368.923051
NODE_30086_length_4135_cov_3.819853	STRG.133143	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	1003.716613	#DIV/0!	0	#DIV/0!	372.1067136	#DIV/0!	0	#DIV/0!	#DIV/0!	2073.234973	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
NODE_3026_length_14712_cov_10.623593	STRG.38099	0	#DIV/0!	571.4908742	0	507.325156	405.3934128	0	118.9610582	0	#DIV/0!	174.7029078	0	63.79650973	0	0	118.8224293	0	#DIV/0!	17.56588532	#DIV/0!	24.8978023	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!
NODE_30289_length_4113_cov_9.496796	STRG.133566	38.00374345	0	121.9131103	0	0	#DIV/0!	53.51450692	0	102.4261632	0	0	#DIV/0!	0	0	0	0	0	#DIV/0!	130.5378104	0	78.78060258	#DIV/0!	#DIV/0!	0	0	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	0	0	0	#DIV/0!	0	0	0	0	0	0
NODE_30376_length_4105_cov_4.807160	STRG.133738	0	#DIV/0!	0	0	1762.404763	#DIV/0!	0	0	0	#DIV/0!	837.6217116	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	0	178.7276563	#DIV/0!	0	#DIV/0!	#DIV/0!	0	0	0	0	0	0	#DIV/0!	0	0	#DIV/0!	#DIV/0!	0	0	0	0	#DIV/0!	1744.295759	0	0	#DIV/0!	0	0
NODE_30402_length_4103_cov_5.366107	STRG.133801	#DIV/0!	336.1420778	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	1674.017053	0	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	279.9287619	#DIV/0!	#DIV/0!	1536.540924	0	#DIV/0!	0	357.0347562	#DIV/0!	#DIV/0!	0	257.7290016	0	#DIV/0!
NODE_30424_length_4101_cov_4.567721	STRG.133838	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	419.4402749	#DIV/0!	0	#DIV/0!	0	0	0	0	#DIV/0!	#DIV/0!	0	0	428.2436333	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
NODE_30547_length_4090_cov_8.315242	STRG.134093	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	28.09946633	256.4444895	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	#DIV/0!	#DIV/0!	0	0	0	#DIV/0!	#DIV/0!	0
NODE_30576_length_4088_cov_15.186214	STRG.134168	156.501616	#DIV/0!	0	#DIV/0!	#DIV/0!	0	#DIV/0!	0	0	#DIV/0!	0	#DIV/0!	0	0	516.8731062	0	#DIV/0!	#DIV/0!	37.74777702	#DIV/0!	36.39848809	0	0	#DIV/0!	0	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	0	0	500.3144573	#DIV/0!	#DIV/0!	#DIV/0!	0	#DIV/0!	#DIV/0!	#DIV/0!
NODE_30632_length_4083_cov_24.091112	STRG.134284	442.2139531	739.3327202	753.185048	964.4379553	211.7814903	400.674924	294.3354298	622.5096517	183.6884222	597.7354702	347.8908403	379.0676108	492.2805991	534.1760118	308.7872214	659.3867152	695.7022715	613.4171751	279.0732155	579.9273494	134.5767064	90.08827508	0	0	0	283.1433429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236.6855962
NODE_30815_length_4068_cov_53.814852	STRG.134679	456.424467	1011.937781	#DIV/0!	3145.809411	342.2585446	#DIV/0!	473.9030459	#DIV/0!	687.6770532	#DIV/0!	#DIV/0!	#DIV/0!	3034.923919	182.6659795	298.0523321	348.3097214	#DIV/0!	219.3383402	61.59172936	#DIV/0!	0	0	0	0	0	#DIV/0!	#DIV/0!	#DIV/0!	0	0	0	98.17772282	0	0	0	#DIV/0!	0	0	0	260.3039532	0	0	#DIV/0!	#DIV/0!	#DIV/0!
